country,child_mort,exports,health,imports,income,inflation,life_expec,total_fer,gdpp,year
Uzbekistan,31.3626653230365,30.476168077116746,5.465867366686001,30.778907247639605,4862.459766208581,15.798261739061587,71.71204461287844,2.3513082031315995,1521.8410719492392,2019
Uzbekistan,32.001631369529896,31.693253468993372,5.645426333929696,32.22306555422366,4856.780792022154,15.61346143768957,73.51417724004696,2.325263067573547,1493.8175296243267,2020
Uzbekistan,32.41321087789236,31.560715709201386,5.578218074643498,32.268593267137845,4969.161817607718,15.172954761288878,70.35182125939428,2.4112916940643982,1427.581916968533,2021
Uzbekistan,33.62540021337864,32.96802556885331,5.767229183599024,31.877663730974227,4899.461806896753,15.593705637695571,71.43698601630925,2.4488264601045677,1404.1060349860184,2022
Uzbekistan,34.844319814621926,33.37946492231675,5.553094857145931,30.735469183301433,5106.209755451589,16.131837580580545,70.90995003846145,2.5346172152991406,1350.1310925504104,2023
Vanuatu,29.411882141197985,46.96694579940633,5.054531908704712,54.63937411852794,3022.2174550013156,2.496819695137967,62.37490973835724,3.369536007686058,3068.224618255342,2001
Vanuatu,30.114542002611998,45.684544944946424,4.872343100004398,52.30722661524067,2972.2196479827508,2.4960677721690714,61.14415688852876,3.20227867753612,2954.300775975541,2002
Vanuatu,29.54085061451732,43.55889741376736,4.7742655248445915,50.02839305354829,2905.456546561324,2.5147989165811184,60.59949900651424,3.0884482790384804,3093.1450499230887,2003
Vanuatu,29.82884713072854,42.697050983466056,4.9588270588336005,50.31619062566535,2861.9342126272427,2.525435034097381,59.966879837822134,3.044131042603061,3193.6472472951073,2004
Vanuatu,30.02421830856462,40.780101707738176,5.188161297369377,51.05944420084415,2749.882037910547,2.4180586885122044,57.674550989097945,2.9050947605250568,3352.028171935816,2005
Vanuatu,28.53934796184752,41.2657460329801,4.954894007522774,49.58105034523163,2615.351787351545,2.434444739699279,58.370024324724156,3.0195112670208024,3359.2043473299436,2006
Vanuatu,27.79644244954376,41.82545464049698,4.860256117004948,49.15901760013671,2528.699057550159,2.540561509179665,56.89885163381788,2.8832178662208707,3323.298199576894,2007
Vanuatu,28.09126995819167,42.84691794407438,4.689356822144737,50.59701671838137,2579.2510681157923,2.5176395370982356,55.80408295253087,3.0196646317843054,3157.768391420869,2008
Vanuatu,26.74827398954769,41.192572585161436,4.618923215307706,50.30851091687078,2466.051350145715,2.536205798638969,57.20624247136462,3.1479348847614235,3076.9377707176586,2009
Vanuatu,28.056293824802825,39.16300192579741,4.58189925200723,52.811104663331626,2356.900658007525,2.585376059448072,54.574894662450006,3.293092509530941,2961.650364010251,2010
Vanuatu,28.161125438720074,40.70893138841888,4.449171342980922,55.07484264591399,2397.344202134331,2.4762850062769384,55.180985507975414,3.3441286978614166,2828.535374747992,2011
Vanuatu,27.541076667131517,42.25110652135788,4.269982428540859,57.13127609524436,2427.2327463648153,2.588110315593272,57.86515204616338,3.2718163680620456,2941.5008447516025,2012
Vanuatu,28.62920796148476,44.14861732690167,4.253770241771623,58.454540482354524,2522.9168154128542,2.6306893750705673,55.24030833536639,3.1298983268296916,2988.291577894859,2013
Vanuatu,29.106176669139913,45.65815099977504,4.39952834112021,58.65815260190255,2598.820628122536,2.6205968193775395,57.888356216331765,3.137222192808075,2974.799451069684,2014
Vanuatu,29.844106562330584,46.2985960459272,4.555350822993938,60.64370495007944,2649.2047790352926,2.6762002047193136,58.232219429728964,3.0701542699107813,2945.9757502325156,2015
Vanuatu,28.881668948346448,45.87535688919425,4.465158866247138,60.13680619274342,2592.4598339863555,2.6253150543792585,55.978905850264816,3.16762655580383,3034.3697703031326,2016
Vanuatu,30.10770585368879,44.21451630029155,4.674024400221847,57.677276234757784,2600.360152670569,2.6695904330075497,54.681909032987924,3.22835741836687,3043.938201798543,2017
Vanuatu,29.279039004762634,44.902310376261156,4.824835575581203,56.23871256998458,2711.348920593231,2.8027591570022037,52.149541857280184,3.3049335643131976,3005.9320086974017,2018
Vanuatu,29.56688212352091,46.83858934478181,5.0053884308951915,56.81170681467969,2716.1434131189158,2.7130115244423645,51.38342101267033,3.23976975214412,2893.927920424271,2019
Vanuatu,29.183639710760776,44.67898119622772,5.037350109930606,54.967413243561346,2615.061089119071,2.6623656579272956,51.673555664771136,3.1277046126315784,3002.6677202740325,2020
Vanuatu,28.294761790110904,46.26238824278031,5.1528898206017555,56.44048256098792,2650.95259280918,2.5341791950785115,52.431719192654306,3.0518293768284948,3043.801511613581,2021
Vanuatu,27.690463254953556,46.51062586567887,5.1916325531186525,56.69809758949182,2544.0618686929633,2.5222077280746062,53.91743238586365,3.154922436750313,3010.577916398046,2022
Vanuatu,28.46195357105892,48.811313017390624,5.393891857648157,58.447761517950674,2565.7597930905604,2.4082257054409992,56.250374497050025,3.2727531101258722,3118.811628121302,2023
Venezuela,17.15789919520053,29.1143449720665,4.953454482442215,18.421471612942124,15952.495274031395,45.054365827475024,78.57284823414471,2.567217540536513,13225.955952971946,2001
Venezuela,16.619190329737496,29.744725128187543,5.1599038385516485,18.448578822188644,15823.389788992787,46.5553407335497,77.59891197768626,2.6366530159871373,13059.183977449931,2002
Venezuela,17.06311801920625,29.693725096159206,5.179273340051098,18.0720332960292,16010.875636157702,46.03714324874934,79.14376239050004,2.509470125981997,12833.03140939007,2003
Venezuela,17.748440857216114,28.945998294863927,5.199149667876162,17.48420849823656,15936.278372609931,47.62317432123146,76.96069071962167,2.44483202350772,12649.693753020058,2004
Venezuela,18.535829728436653,29.26818519025378,5.184734072875235,17.858235547203055,16423.61130978036,49.17859755047457,73.17263941414356,2.5389577206231224,12611.278832833948,2005
Venezuela,17.74042144648561,29.190046324776088,5.193919181287304,17.335037830841248,16848.37360095759,49.194616375231405,74.98972087797239,2.4923344886350867,11989.147136117355,2006
Venezuela,18.426532406511676,29.298905828448472,5.0729150099085905,16.794850080704272,16740.17930917388,51.28046608074528,73.80479677730105,2.4055455232345757,12022.069523803695,2007
Venezuela,17.861744062121787,30.35742528689054,5.081086117149686,17.284063959395194,16806.199438327236,50.642608294165235,77.47394037178562,2.390826903544167,11520.40799415134,2008
Venezuela,17.526533026866627,29.974030987262378,5.190856021697493,17.529287492189216,16913.43319922927,51.260744548134284,73.87363562046433,2.495992775682141,11596.85416819102,2009
Venezuela,18.172063293100244,30.497279445943224,5.412610202843959,16.795840707911697,16490.396454622318,53.56344198656758,75.17429456040482,2.451256576174339,11990.971729251782,2010
Venezuela,18.96618849697449,31.670684153987516,5.2677858931525545,17.026913897772065,15670.141824967921,54.59329378459185,77.27375282991011,2.4304155977672086,11536.883658163446,2011
Venezuela,19.572369242763553,30.662433204649417,5.307131496833996,16.832117071405868,16311.247409277568,52.778112503367666,78.48101123001481,2.344439011866135,11845.374235459283,2012
Venezuela,18.63421517225414,30.647024080738074,5.553758222012553,17.385578458472246,15661.941051128817,53.338569426857426,81.51183090058917,2.255485868139934,11700.803077690833,2013
Venezuela,19.076312723215118,29.77918775678522,5.452754715066649,17.616555580587743,16148.223522437767,52.192106567362416,77.64790142219275,2.341518011705323,11195.253627951872,2014
Venezuela,18.66189345423143,30.29423334757306,5.6554645041218485,18.451279976972803,15804.203274794589,53.670203445261166,80.09999752769696,2.250252977639067,11072.53741825246,2015
Venezuela,18.594505755465683,28.883673086845764,5.439715755744189,18.50485906518387,15078.430094841275,53.1638582540323,81.26001437168969,2.3040709411946216,10889.057042240167,2016
Venezuela,17.805968558331504,28.603736236496978,5.270362334200891,17.91541929452935,15307.730003962264,54.47591427244677,79.00714402187589,2.3837451414233617,11331.215096920601,2017
Venezuela,16.929449672803976,28.819572760056563,5.497887056717294,17.139374213229996,15060.634276317045,54.42902037171383,79.08794328374172,2.3312323311159733,11178.695155735388,2018
Venezuela,17.57260538647283,29.39293289215129,5.636190165429181,16.629256783772615,14648.011796332325,51.85656079153623,77.88408596421765,2.3239685364890517,10984.138917826707,2019
Venezuela,17.128442940476713,30.34289316257469,5.862484056991846,17.16241498960302,14054.746306870145,53.945377753071895,80.64703334116038,2.2997960565155466,10750.034442057493,2020
Venezuela,16.42539074776342,31.49986195268558,5.661752101457379,17.190221386796907,13686.410345789167,54.907302217673646,77.64576058748618,2.2145739527819015,11252.760232235678,2021
Venezuela,17.2290653577132,32.98123864217699,5.8485120174897425,16.993003812698,13234.450496668547,54.14986798902041,81.38223485084076,2.105131598721193,10983.247351983888,2022
Venezuela,17.403011982906747,33.61477771157555,5.92193844575217,17.76885178718737,13865.118253422275,56.81291862524697,78.4869555817931,2.1422919399999323,11289.228594585835,2023
Vietnam,22.561153589387118,71.24994440445471,6.550977135324164,78.63842231203398,4522.508107375735,11.640241723938274,71.13234249670094,1.9761550440045947,1366.7642551866625,2001
Vietnam,22.688831404225027,70.49475525029665,6.624566277768227,75.89146698136766,4722.174179574998,11.604739182069196,69.2499900855167,1.980830388425992,1362.1189581133854,2002
Vietnam,23.481225673963152,67.68350182368408,6.383527812770579,74.05400699225586,4654.375293200093,11.20510453493382,70.76864432918363,1.9223361987603818,1396.3709186389908,2003
Vietnam,24.11500899530928,69.05842146038454,6.246822087447082,75.03406285104107,4831.653749028679,10.856751652309867,68.5848082295016,1.8820478072925475,1408.5112701828084,2004
Vietnam,24.994376050472248,67.98682704727435,6.24898320019412,71.52704695781027,4619.546082304961,10.74256715379657,67.11202417552498,1.937139056654112,1384.537640883508,2005
Vietnam,24.99637718382361,68.90335118264659,6.555982572999978,75.07400567927773,4526.255246601596,10.310228475796183,68.01003060144556,1.9512942915693514,1427.2873530877648,2006
Vietnam,24.29079994176877,66.48361639960333,6.328644281549322,72.6292843955512,4337.593567046503,10.7841609024722,69.87464728124293,1.9327919107168936,1411.9081163720286,2007
Vietnam,23.719556118281602,68.76220572296792,6.443121765087632,72.27614726937702,4460.770550628805,10.334440296918896,72.11716021465793,1.863835641492704,1463.350363826576,2008
Vietnam,22.90114023807615,66.23414494943948,6.497645943162745,68.90454237168956,4275.6786434348,10.11730300172874,71.1718960432513,1.8370862294581651,1445.7174205489978,2009
Vietnam,21.905092748530947,66.80093330716548,6.592356507724033,69.38519985491742,4463.561231657303,10.345336105289624,68.85491042864204,1.9185199641380106,1451.4236965468244,2010
Vietnam,21.34089934777108,69.04691262546183,6.469452095728663,70.77848921881017,4604.805241039841,10.796589993352436,69.48626276263218,1.8517570397905432,1468.4553827364282,2011
Vietnam,21.91853074473599,71.71069831502899,6.5770991792832065,72.32892716328851,4439.483676871556,10.561491271487549,69.20633176243919,1.901066257028443,1465.909137769418,2012
Vietnam,20.88549284791286,70.62750378666371,6.739142251486629,69.614572783315,4378.721048262484,10.379553966742876,69.82392239014183,1.9000587843994756,1490.9679312126582,2013
Vietnam,19.937764960441978,69.6406755485638,6.645266663983664,71.18510178937686,4369.983017953251,10.826167485152368,67.09654692175836,1.8137871655455606,1478.893013773467,2014
Vietnam,20.21709983933913,67.46735582272403,6.94094961725859,72.59020147089244,4206.858972898909,10.65485126890744,64.33229436497365,1.8512592011085176,1516.3251662678235,2015
Vietnam,20.148003013722285,64.16732167893593,7.018185878262868,70.92279987121611,4190.822158491877,10.981086480217353,61.280181022029225,1.8345710364123302,1512.661038932395,2016
Vietnam,19.1865069053702,63.36019276227243,6.885296802027106,70.69947766935765,4022.1075195249705,10.637089360843795,64.2069552787601,1.7569475287440728,1506.1771633137416,2017
Vietnam,19.692166242828904,64.75234722098517,7.123786892914638,72.2242789153651,3922.801391908403,11.020977694651759,63.82125870163403,1.7773085370605042,1535.4736756945501,2018
Vietnam,19.514800989935896,65.01440730027332,7.4286619882056915,72.71653364512812,3909.016972187885,10.478342987835662,61.5581220277923,1.8285175363291097,1601.534528549924,2019
Vietnam,19.14731937763933,61.79736306681071,7.209257471105135,75.41485356184427,3834.5846754032573,10.425356872408178,60.09004469528166,1.829625470144394,1596.1095460688964,2020
Vietnam,19.77675937825284,59.12898022245422,6.919304878923636,72.54769862836058,3979.4527578773273,10.927564961138172,62.14578307625766,1.8601286241918298,1530.2973243277547,2021
Vietnam,19.28320069006162,57.129192401818905,6.8455349742118345,75.70673039374209,3863.6699318326578,10.601159994859437,59.298560394624396,1.853192182626922,1545.6335409371418,2022
Vietnam,18.568872894316748,59.594449423539395,6.699657361387958,72.44123122697032,3698.898764612396,10.770104681259932,59.71616765452018,1.8232121856787342,1508.3703547879488,2023
Yemen,54.18874768470548,31.365207185964955,5.137300895030634,35.05311961730673,4652.829371527047,24.058009594092034,68.82696932559277,4.721622582627984,1360.3210022733729,2001
Yemen,51.84270638866745,29.85111519548262,5.293898376476639,34.68814435211144,4424.468001284246,23.61879515424892,67.04777194071745,4.616520209337962,1336.896541297159,2002
Yemen,53.350348006981406,31.28097592665073,5.345731949600832,36.04132764723636,4370.837018789778,23.585592638015953,69.68093174360042,4.6649799930759155,1395.5665304123256,2003
Yemen,54.16902741332149,29.89962326932878,5.587204423506352,36.17909277188479,4385.527403382508,23.125054260602763,69.18986361755572,4.621926218031042,1393.9917480712659,2004
Yemen,55.805318854895035,30.64263296130756,5.732863573369135,34.97105939606168,4510.526703796918,22.207171330560698,67.12267644884912,4.418914442543423,1366.930956332985,2005
Yemen,54.62695294882599,29.97150650382576,5.764021831386724,33.444619822220695,4695.830385649271,21.27328653358529,70.41248369102753,4.454829656593267,1380.9849230058333,2006
Yemen,53.645121466589934,30.115901471955258,5.949424823730772,34.33370653681565,4762.143891622166,21.871272686280765,72.34696543070216,4.554000992800325,1344.8120302747225,2007
